name,rate_of_the_hotel,location_rating,comfort,staff,desk_24/7,rate_of_facilities,swimming_pool,bar,wifi,value_for_money,parking,Elevator,Cleanliness,Babysitting_Child_services,Sauna,pets,Wheelchair_accessible,safe,city,sum of facilities,sum of services
Angelina Rooms in Rome,9.0,8.4,9.4,9.6,0,9.1,0,0,1,9.2,0,0,9.5,0,0,0,0,0,Rome,0,1
Imperium Suite Navona,8.0,9.5,8.3,9.0,0,7.9,0,0,1,8.2,0,0,8.4,0,0,1,0,1,Rome,1,2
Peroni 8 Pax Brand New Apartment,8.0,7.5,7.0,8.0,0,7.5,0,0,1,7.5,0,0,7.0,0,0,1,0,0,Rome,0,2
St. Peter's Luxury Rooms,9.7,9.6,9.7,9.9,0,9.6,0,1,1,9.7,1,0,9.9,0,0,0,0,0,Rome,2,1
RomAntic Dreams Guest House,9.4,9.3,9.5,9.6,0,9.4,0,0,1,9.5,0,0,9.5,0,0,0,0,1,Rome,1,1
Rhea Silvia Luxury Navona,9.2,9.9,9.4,9.6,0,9.1,0,0,1,9.0,0,0,9.4,1,0,0,0,1,Rome,1,2
Portico D'ottavia,9.0,9.7,9.3,9.6,0,9.4,0,1,1,9.1,0,0,9.3,0,0,0,0,0,Rome,1,1
Piccolo di Piazza di Spagna Suites,8.0,9.0,8.3,8.7,0,7.9,0,0,1,8.1,0,0,8.2,0,0,0,0,1,Rome,1,1
Room with a view 105,9.6,9.7,9.7,9.9,0,9.7,0,0,1,9.7,0,0,9.8,0,0,0,0,1,Rome,1,1
Clementi 18 Suites Rome,8.5,9.4,8.8,9.2,0,8.5,0,0,1,8.7,0,1,8.9,0,0,0,0,1,Rome,2,1
La Dolce Vita Barberini,8.7,9.7,8.8,9.2,0,8.5,0,1,1,8.6,0,0,8.9,0,0,1,0,1,Rome,2,2
Guesthouse Alex II,7.5,8.6,7.6,8.2,0,7.3,0,0,1,8.1,0,0,7.9,0,0,0,0,1,Rome,1,1
Bye Bye Roma Pantheon Suite,9.1,9.9,9.2,9.6,0,8.9,0,0,1,9.2,0,0,9.2,0,0,0,0,1,Rome,1,1
Nina Casetta De Trastevere,6.8,9.1,6.9,7.2,0,6.8,0,0,1,7.4,0,0,6.7,0,0,0,0,1,Rome,1,1
Deseo Home,8.6,8.7,9.0,9.5,0,8.7,0,0,1,8.8,0,0,9.1,0,0,0,0,1,Rome,1,1
Magenta Luxury Fico,8.2,9.7,8.4,9.0,0,8.1,0,0,1,8.5,0,0,8.5,0,0,0,0,1,Rome,1,1
B&B Sergio House,8.3,9.1,8.4,9.1,0,8.1,0,0,1,8.6,0,0,8.5,0,0,0,0,1,Rome,1,1
Parlamento Boutique Hotel,9.1,9.9,9.3,9.7,0,8.9,0,0,1,8.9,0,0,9.4,1,0,0,0,1,Rome,1,2
Borgo Vittorio St. Peter Apartments,8.6,9.8,8.7,9.2,0,8.4,0,1,1,8.9,1,0,8.7,1,0,1,0,0,Rome,2,3
All Comfort Astoria Palace,8.3,8.7,8.8,9.1,0,8.2,0,0,1,8.5,0,0,8.9,1,0,0,0,1,Rome,1,2
Bibbi's House San Lorenzo,8.8,9.0,9.0,9.5,0,8.9,0,1,1,8.7,0,0,9.0,0,0,0,0,0,Rome,1,1
Hotel Le Petit,8.9,9.5,9.2,9.7,0,8.8,0,1,1,8.9,1,1,9.3,0,0,0,0,1,Rome,4,1
Appartamento Benincampi,9.6,10.0,9.6,9.9,0,9.4,0,0,1,9.4,0,0,9.6,0,0,0,0,1,Rome,1,1
Navona Essence Hotel,8.8,9.7,9.3,9.6,0,8.7,0,0,1,8.9,0,0,9.3,0,0,1,0,1,Rome,1,2
Rome Easy Rooms,8.0,9.3,8.2,9.3,0,8.2,0,1,1,8.3,0,0,8.3,0,0,0,0,1,Rome,2,1
Luxury Property in Vatican Area,9.8,9.0,10.0,10.0,0,10.0,0,0,1,10.0,0,0,10.0,1,0,1,1,1,Rome,1,4
Via Umberto,8.7,8.4,9.0,9.5,0,8.6,0,1,1,9.1,0,0,8.9,0,0,0,0,1,Rome,2,1
The Best Rent - Three-bedroom apartment close to Colosseo,7.8,9.4,7.9,7.8,0,7.4,0,0,1,7.6,0,1,8.2,0,0,1,0,0,Rome,1,2
Residenze Argileto,8.1,9.6,8.4,8.8,0,8.0,0,1,1,8.0,0,0,8.4,0,1,0,0,1,Rome,3,1
B&B A Home in Rome,8.3,9.0,8.5,9.1,0,8.2,0,0,1,8.5,0,0,8.8,0,0,0,0,1,Rome,1,1
Navona Private Rooms bnb,7.5,9.5,7.9,8.4,0,7.3,0,0,1,8.0,0,0,7.7,0,0,0,0,0,Rome,0,1
Gambero Apartments,8.1,9.8,8.3,8.6,0,8.1,0,0,1,8.2,0,1,8.2,0,0,0,0,0,Rome,1,1
Rosso Cortese,9.2,8.9,9.5,9.6,0,9.3,0,0,1,9.4,0,0,9.6,0,0,0,0,0,Rome,0,1
Hub Pantheon,8.6,9.9,9.1,9.5,0,8.6,0,0,1,8.4,0,0,9.0,0,0,0,0,1,Rome,1,1
Hotel Mascagni,8.2,9.2,8.5,9.0,0,8.2,0,1,1,8.3,1,0,8.5,1,0,0,0,1,Rome,3,2
B&B First Floor,8.6,9.6,8.9,9.3,0,8.6,0,1,1,8.5,0,1,8.9,0,0,1,0,1,Rome,3,2
Loft Rooms Trastevere affittacamere,9.0,9.7,9.4,9.3,0,8.9,0,0,1,8.9,0,1,9.4,0,0,0,0,1,Rome,2,1
Beyond Colosseum,8.9,9.4,9.4,9.2,0,9.1,0,0,1,9.0,0,0,9.3,0,0,0,0,1,Rome,1,1
Buonarroti Guest House,8.6,9.1,8.8,9.3,0,8.5,0,0,1,8.9,1,0,8.9,0,0,0,0,0,Rome,1,1
U-Visionary Roma Hotel,9.2,9.9,9.5,9.8,1,9.2,0,0,1,9.0,1,0,9.5,1,0,0,0,1,Rome,2,3
Navona Little Home,9.0,9.8,9.0,9.5,0,8.7,0,0,1,8.9,0,1,9.0,0,0,0,0,0,Rome,1,1
Hotel Bella Vita,8.6,8.1,8.8,9.3,0,8.6,0,0,1,8.7,0,0,8.9,0,0,0,0,1,Rome,1,1
66 Imperial Inn Deluxe B&B,9.0,9.5,9.1,9.7,0,8.9,0,0,1,9.0,0,0,9.3,0,0,0,0,1,Rome,1,1
Rose Roma,8.3,9.8,8.2,9.0,0,8.0,0,0,1,8.7,0,0,7.7,0,0,0,0,0,Rome,0,1
"Stylish apartment in central Rome ""Centro Storico""",8.7,10.0,8.3,10.0,0,8.3,0,0,1,8.3,0,0,9.2,0,0,0,0,0,Rome,0,1
Piazza Venezia White Apartments,8.0,9.8,8.4,8.3,0,8.0,0,0,1,8.1,0,0,8.1,0,0,0,0,0,Rome,0,1
Room 23,8.9,8.9,9.4,9.5,0,8.9,0,0,1,8.9,0,0,9.3,0,0,0,0,0,Rome,0,1
Relais Cavour,8.6,9.5,8.9,9.4,0,8.6,0,0,1,8.7,1,0,8.9,0,0,0,0,1,Rome,2,1
Magia in Trastevere,7.8,9.5,7.7,8.7,0,7.8,0,0,1,8.1,0,1,7.8,0,0,1,0,1,Rome,2,2
Tritone 125 Suite,8.7,9.7,9.1,9.2,0,8.7,0,1,1,8.8,0,1,9.2,1,0,0,0,1,Rome,3,2
Beside the Vatican,9.4,9.3,9.6,9.9,0,9.3,0,0,1,9.3,0,0,9.6,1,0,1,0,1,Rome,1,3
Hotel Rinascimento - Gruppo Trevi Hotels,7.9,9.5,8.1,8.9,0,7.7,0,0,1,7.8,1,0,8.2,0,0,1,0,1,Rome,2,2
Golden Rooms Piazza di Spagna,8.0,9.5,8.1,8.7,0,7.8,0,1,1,8.0,0,0,8.1,0,0,0,0,1,Rome,2,1
Raphael Rooms,8.5,9.4,8.8,8.9,0,8.4,0,0,1,8.8,0,0,8.9,0,0,0,0,0,Rome,0,1
Hotel Labelle,8.3,9.8,8.6,9.2,0,8.1,0,0,1,8.4,0,0,8.7,1,0,1,0,1,Rome,1,3
Hub Navona,9.1,9.9,9.3,9.8,0,9.0,0,0,1,8.8,0,0,9.4,1,0,0,0,1,Rome,1,2
Window On Rome,9.2,9.6,9.6,9.7,0,9.4,0,0,1,9.1,0,0,9.6,0,0,0,0,1,Rome,1,1
Barceló Aran Mantegna,7.9,7.5,8.2,8.5,1,7.9,0,1,1,8.0,0,0,8.2,0,0,0,1,1,Rome,2,3
Santa Maria Maggiore House,7.9,9.5,7.8,8.4,0,8.1,0,0,1,8.3,0,0,8.0,0,0,0,0,0,Rome,0,1
Rome Art Hotel - Gruppo Trevi Hotels,8.0,9.5,8.4,8.6,0,7.9,0,0,1,7.8,0,0,8.3,0,0,1,0,1,Rome,1,2
La RomAntica Roma,9.5,9.0,9.8,9.8,0,9.5,0,1,1,9.6,0,0,9.8,0,0,0,0,0,Rome,1,1
Pgrhome Luxury Apartments Croce,9.3,9.9,9.6,9.8,0,9.2,0,0,1,9.1,0,1,9.5,0,0,0,0,1,Rome,2,1
Guest House Casa Vicenza Roma,8.6,9.3,8.8,9.4,0,8.4,0,0,1,8.8,0,0,9.1,0,0,0,0,0,Rome,0,1
Residenza Ave Roma,8.8,9.9,8.8,9.6,0,8.4,0,0,1,9.0,0,0,8.9,0,0,0,0,1,Rome,1,1
Palma Residence,7.6,8.8,7.7,8.4,0,7.5,0,0,1,8.1,0,0,7.9,0,0,0,0,1,Rome,1,1
Palm Suites - Small Luxury Hotels of the World,9.1,9.6,9.5,9.5,0,9.0,0,0,1,8.5,0,0,9.4,0,0,0,0,1,Rome,1,1
Piccolo Trevi Suites,9.0,9.9,9.4,9.5,0,8.8,0,0,1,9.2,0,0,9.4,0,0,0,0,1,Rome,1,1
Dante's in Vaticano 2,8.9,9.5,9.3,9.5,0,8.9,0,1,1,9.3,0,0,9.3,0,0,0,0,1,Rome,2,1
Hotel Milton Roma,8.1,8.8,8.5,8.6,0,8.1,0,1,1,8.3,0,0,8.6,0,0,1,1,1,Rome,2,3
Boschetto Monti Apartment,9.5,9.9,9.6,10.0,0,9.3,0,0,1,9.5,0,0,9.6,0,0,0,0,0,Rome,0,1
Italy Guest House,7.4,8.7,7.6,8.5,0,7.4,0,0,1,7.7,0,0,7.7,0,0,0,0,1,Rome,1,1
Ripetta Relais,8.1,9.6,8.3,9.2,0,8.0,0,0,1,7.8,0,0,8.3,0,0,0,0,1,Rome,1,1
Excellent Trinity Rooms,9.3,9.8,9.7,9.5,0,9.3,0,1,1,9.3,0,0,9.6,0,0,0,0,1,Rome,2,1
Merulana Suite 2,9.0,9.4,9.2,9.7,0,8.9,0,1,1,9.2,0,0,9.2,0,0,0,0,1,Rome,2,1
Frattina Luxury House,8.3,9.9,8.9,9.4,0,8.2,0,0,1,8.6,0,0,8.4,0,0,0,0,0,Rome,0,1
J24 B&B,9.7,9.0,9.9,9.9,0,9.8,0,0,1,9.6,0,0,9.9,0,0,0,0,1,Rome,1,1
B&B Holidays in Rome,8.8,9.0,9.3,9.2,0,8.8,0,0,1,8.8,0,0,9.1,0,0,0,0,0,Rome,0,1
The Liberty Boutique Hotel,9.2,8.9,9.6,9.6,0,9.3,0,0,1,9.0,0,0,9.5,0,0,0,1,1,Rome,1,2
Sweet Campo de Fiori,9.1,9.8,9.0,9.6,0,8.5,0,1,1,9.1,0,0,9.3,1,0,0,0,0,Rome,1,2
CIVICO 7 Holiday Rooms,9.5,9.7,9.8,9.9,0,9.6,0,0,1,9.6,1,0,9.8,0,0,0,0,0,Rome,1,1
Navona Color Vicolo delle Vacche,7.9,8.9,9.3,7.9,0,8.6,0,0,1,8.9,1,0,8.2,1,0,1,0,0,Rome,1,3
Residenza Adriana,9.1,9.7,9.2,9.8,0,9.0,0,0,1,9.4,0,0,9.5,1,0,0,0,1,Rome,1,2
Pantheon Palazzo Nari,9.9,10.0,10.0,10.0,0,9.9,0,1,1,9.8,1,1,9.9,1,0,0,0,1,Rome,4,2
Relais Bocca di Leone,8.7,9.8,8.8,9.5,0,8.4,0,0,1,8.8,0,0,8.8,0,0,1,0,1,Rome,1,2
Tourist House B&B,8.2,9.6,8.5,9.1,0,8.0,0,0,1,8.5,1,0,8.6,0,0,0,0,0,Rome,1,1
Bea Suites Luxury Rooms,8.3,8.8,8.7,8.5,0,8.2,0,0,1,8.2,1,0,9.0,0,0,1,0,1,Rome,2,2
B&B Residenza Gregorio VII,8.9,9.3,9.1,9.7,0,8.9,0,0,1,9.2,1,0,9.2,0,0,1,0,1,Rome,2,2
Hotel San Silvestro,8.8,9.8,8.9,9.5,0,8.5,0,0,1,8.7,0,0,9.0,0,0,0,0,1,Rome,1,1
Trevi Palace Luxury Inn,8.6,9.8,8.9,9.4,0,8.6,0,1,1,8.5,0,0,8.9,1,0,0,0,1,Rome,2,2
Suitedream Vatican,7.7,9.5,8.0,8.9,0,7.6,0,0,1,8.0,0,0,8.4,0,0,0,0,0,Rome,0,1
Via Montebello,8.4,9.1,8.6,8.9,0,8.4,0,0,1,8.7,0,0,8.5,0,0,0,0,0,Rome,0,1
Noemi's rooms Guest House,9.3,9.3,9.4,9.5,0,9.3,0,0,1,9.4,0,0,9.4,0,0,0,0,1,Rome,1,1
500 Suite Prati delle Vittorie,9.2,9.3,9.3,9.6,0,9.3,0,1,1,8.9,0,0,9.4,1,0,0,0,0,Rome,1,2
Costantino Terzo Residence,8.3,9.5,8.8,8.9,1,8.1,0,0,1,8.1,0,0,8.6,0,0,0,0,1,Rome,1,2
Casa Carra,7.9,9.0,8.2,8.7,0,7.7,0,1,1,8.4,0,0,8.3,0,0,0,0,0,Rome,1,1
Trevi Elegance Suite,7.6,9.5,7.8,8.2,0,7.4,0,1,1,7.8,0,0,7.9,0,0,0,0,1,Rome,2,1
Casa Vacanze Alessio,9.1,9.0,9.3,9.7,0,9.2,0,1,1,9.4,0,0,9.2,0,0,1,0,0,Rome,1,2
Maison Babuino,9.0,9.7,9.0,9.7,0,8.8,0,0,1,8.4,0,0,9.1,0,0,1,0,1,Rome,1,2
Vatican Garden Rooms,8.6,9.4,9.0,9.0,0,8.7,0,0,1,9.0,0,0,9.2,0,0,0,0,0,Rome,0,1
Federici Guest House,8.7,9.6,8.9,9.6,0,8.6,0,0,1,8.8,0,0,9.0,0,0,0,0,0,Rome,0,1
co.sleep,8.8,9.3,9.0,9.0,0,8.8,0,0,1,8.9,0,0,9.0,0,0,0,0,0,Rome,0,1
Navona Stay,8.8,9.8,9.0,9.4,0,8.7,0,0,1,8.5,1,1,9.0,0,0,0,0,1,Rome,3,1
Angolo di Roma Guest house,8.5,8.6,8.7,9.2,0,8.6,0,1,1,8.7,0,0,9.0,0,0,0,0,1,Rome,2,1
Trastevere Rooms,8.5,9.2,8.5,9.6,0,8.3,0,0,1,8.9,0,0,8.5,0,0,0,0,1,Rome,1,1
Hotel Paxton Barcelona,8.7,8.3,9.2,9.1,0,8.9,1,1,1,8.3,1,0,9.2,0,0,0,1,1,Barcelona,4,2
Hostal Orleans,8.6,9.5,8.7,9.1,0,8.4,0,1,1,8.8,0,0,9.0,0,0,0,0,1,Barcelona,2,1
TWO Hotel Barcelona by Axel 4* Sup- Adults Only,8.5,9.1,9.0,9.2,0,8.6,1,1,1,8.3,1,0,9.0,0,0,0,1,1,Barcelona,4,2
Acacia Suite,8.1,8.8,8.5,9.1,1,8.0,1,1,1,7.8,0,0,8.8,0,0,0,0,1,Barcelona,3,2
Bonanova Suite,8.5,8.2,8.9,9.1,1,8.5,0,1,1,8.3,1,0,9.0,0,0,0,0,1,Barcelona,3,2
Vale Suites,8.9,9.2,9.2,9.2,0,9.1,0,1,1,8.7,1,0,9.2,0,0,0,0,1,Barcelona,3,1
Casa Elliot by Bondia Hotel Group,8.8,9.2,9.2,9.2,0,8.9,0,1,1,8.6,1,0,9.3,0,0,0,1,1,Barcelona,3,2
Ofelias Hotel 4* Sup,8.6,8.9,9.1,9.0,0,8.7,1,0,1,8.3,1,0,9.1,0,0,0,1,1,Barcelona,3,2
Ohla Eixample,8.9,9.4,9.4,9.4,1,9.0,1,1,1,8.5,1,0,9.3,1,0,0,1,1,Barcelona,4,4
ME Barcelona,9.2,9.8,9.7,9.6,1,9.4,1,1,0,8.5,0,0,9.6,1,0,1,1,1,Barcelona,3,4
Suite Home Sagrada Familia,8.0,9.5,8.3,8.1,0,7.8,0,1,1,8.0,0,1,8.2,1,0,0,0,1,Barcelona,3,2
BarcelonaForRent The Central Place,8.5,9.7,8.8,8.5,0,8.5,0,1,1,8.1,1,1,8.6,1,0,0,0,0,Barcelona,3,2
Ola Living Diagonal Apartments,7.8,8.7,8.5,8.1,0,7.8,0,0,1,8.0,0,0,8.1,0,0,0,0,0,Barcelona,0,1
Olivia Plaza Hotel,9.3,9.9,9.4,9.8,0,9.1,0,1,1,8.9,1,0,9.4,0,0,0,0,1,Barcelona,3,1
Aspasios Rambla Catalunya Suites,8.6,9.7,8.9,8.2,0,8.6,0,1,1,8.4,0,0,8.8,0,0,0,0,1,Barcelona,2,1
The Conica Deluxe Bed&Breakfast,9.1,9.5,9.5,9.5,0,9.2,0,1,1,9.3,1,0,9.6,0,0,0,0,1,Barcelona,3,1
Duquesa de Cardona 4* Sup,8.9,9.6,9.3,9.4,0,9.0,1,1,1,8.7,0,0,9.3,1,0,1,0,1,Barcelona,3,3
Sensation Authentic Gràcia,8.9,8.9,9.2,9.3,0,9.1,0,1,1,8.7,1,1,9.3,0,0,0,0,1,Barcelona,4,1
Citadines Ramblas Barcelona,8.6,9.7,8.6,9.0,1,8.5,0,1,1,8.3,1,0,8.6,1,0,1,0,1,Barcelona,3,4
Travelodge Barcelona Poblenou,7.3,8.3,7.6,8.3,1,7.1,0,1,1,7.5,1,0,7.9,0,0,1,1,0,Barcelona,2,4
Serennia Apartamentos Ramblas - Plaça Catalunya,8.5,9.7,8.5,9.3,0,8.3,0,1,1,8.2,1,0,8.5,0,0,0,0,1,Barcelona,3,1
Praktik Vinoteca,8.6,9.5,8.9,9.2,0,8.6,0,1,1,8.7,0,0,9.1,0,0,0,0,1,Barcelona,2,1
Feelathome Center Apartments,8.0,9.0,8.0,8.7,0,7.9,0,1,1,7.8,1,1,8.1,0,0,0,0,1,Barcelona,4,1
Stay U-nique Apartments Gaudi,7.0,9.3,7.1,7.1,0,6.8,0,1,1,6.6,0,0,7.3,0,0,0,0,0,Barcelona,1,1
Hotel Lloret Ramblas,8.0,9.7,8.1,9.0,0,7.7,0,1,1,8.3,0,1,8.3,0,0,0,1,1,Barcelona,3,2
Bcn Paseo De Gracia Rocamora Apartment,9.1,9.8,9.2,9.5,0,9.1,0,1,1,8.8,0,0,9.3,0,0,0,0,1,Barcelona,2,1
Jardinets De Gràcia by The 5ve Soul,9.5,9.4,9.7,9.9,0,9.4,0,1,1,9.2,0,0,9.8,0,0,0,0,1,Barcelona,2,1
Apartaments-Hotel Hispanos 7 Suiza,8.8,9.5,8.9,9.3,1,8.7,0,1,1,8.7,1,0,8.8,0,0,0,1,1,Barcelona,3,3
Hostal Balkonis,7.7,8.9,8.0,9.0,0,7.6,0,1,1,8.0,1,1,8.3,0,0,0,0,0,Barcelona,3,1
Urbany Hostel Barcelona,7.3,8.4,7.0,8.2,0,7.2,0,1,1,7.6,0,0,7.2,0,0,0,0,0,Barcelona,1,1
Feelathome Mozart Apartments,8.3,9.4,8.7,8.7,0,8.3,0,1,1,8.1,1,1,8.3,0,0,0,0,1,Barcelona,4,1
Hotel Sant Agustí,7.9,9.1,8.3,8.2,0,7.9,0,1,1,7.8,1,0,8.2,0,0,0,0,1,Barcelona,3,1
Hostal la Palmera,8.6,9.5,8.8,9.3,0,8.5,0,1,1,8.8,1,0,9.1,0,0,0,0,1,Barcelona,3,1
Feel at Sants Apartments,9.0,9.2,8.9,9.3,0,9.0,0,1,1,8.9,0,0,9.2,0,0,0,0,0,Barcelona,1,1
Bbarcelona Sagrada Familia Flats,8.4,9.1,8.6,8.6,0,8.4,0,1,1,8.5,0,1,8.6,0,0,0,0,0,Barcelona,2,1
Casa Vilaró Park Guell,9.1,9.0,9.0,9.9,0,9.3,1,1,1,9.3,1,0,9.2,0,0,0,0,0,Barcelona,3,1
Andante Hotel,8.6,8.6,8.8,9.3,1,8.6,1,1,1,8.4,1,0,9.0,0,0,0,1,0,Barcelona,3,3
Barcelona Apartment Villarroel,8.2,8.7,8.5,8.4,1,8.2,0,1,1,8.1,0,1,8.5,0,0,0,0,0,Barcelona,2,2
Lugaris Beach,8.5,9.1,8.7,8.9,0,8.6,1,1,1,8.0,1,0,8.7,1,0,0,0,1,Barcelona,4,2
MH Apartments Gracia,8.6,9.2,8.8,8.1,0,8.5,0,1,1,8.5,1,0,8.7,0,0,0,0,0,Barcelona,2,1
W Barcelona,8.4,9.2,8.9,8.7,1,8.7,1,1,1,7.6,1,0,8.9,1,1,1,0,1,Barcelona,5,4
MH Apartments Urban,8.6,8.9,8.9,8.1,0,8.6,0,1,1,8.3,0,1,8.8,0,0,0,0,1,Barcelona,3,1
Cami Gallery Barcelona,8.4,9.7,8.8,9.0,0,8.4,0,1,1,8.6,1,0,8.9,0,0,0,0,0,Barcelona,2,1
Praktik Èssens,9.2,9.9,9.5,9.5,0,9.1,0,1,1,9.1,0,0,9.5,0,0,0,1,1,Barcelona,2,2
Blanc Guest House,8.7,9.2,9.0,9.4,0,8.9,0,1,1,8.8,1,0,9.3,0,0,0,0,1,Barcelona,3,1
Leonardo Hotel Barcelona Gran Via,8.6,8.9,9.0,9.0,1,8.6,0,1,1,8.6,1,0,9.1,0,0,0,0,1,Barcelona,3,2
Oriente Atiram,7.8,9.5,8.1,8.7,1,7.5,0,1,1,7.8,1,0,8.1,0,0,0,1,1,Barcelona,3,3
Quartprimera Apartments,9.0,9.7,9.3,9.4,0,9.0,0,1,1,8.7,1,1,9.3,0,0,0,0,0,Barcelona,3,1
Ola Living Music,7.9,9.3,8.4,7.9,0,8.0,0,1,1,7.9,0,0,8.3,0,0,0,0,0,Barcelona,1,1
El Avenida Palace,8.5,9.7,8.9,9.2,0,8.3,1,1,1,8.4,1,0,8.8,1,0,0,1,1,Barcelona,4,3
Condes de Barcelona,8.8,9.7,9.1,9.3,0,8.9,1,1,1,8.6,1,0,9.0,0,1,0,0,1,Barcelona,5,1
My Address in Barcelona,8.1,9.4,8.2,8.7,0,8.0,0,1,1,8.4,0,0,8.4,0,0,1,0,0,Barcelona,1,2
Anima Apartments Sants,8.3,8.6,8.5,9.1,0,8.1,0,1,1,8.2,1,1,8.4,0,0,1,0,0,Barcelona,3,2
Circa 1905,9.1,9.7,9.4,9.5,0,9.0,0,1,1,8.9,0,0,9.5,0,0,0,0,1,Barcelona,2,1
Som Nit Triomf,7.9,9.2,8.2,8.9,0,7.9,0,1,1,8.1,0,0,8.5,0,0,0,0,1,Barcelona,2,1
Motel One Barcelona-Ciutadella,8.9,9.4,9.2,9.4,1,8.8,0,1,1,8.7,1,1,9.3,0,0,1,0,1,Barcelona,4,3
Ramblas Apartments,8.7,9.5,8.9,9.4,1,8.6,0,1,1,8.8,1,0,8.9,1,0,0,0,1,Barcelona,3,3
Hostal Benidorm,8.3,9.5,8.4,8.9,0,8.1,0,1,1,8.3,0,0,8.6,0,0,0,0,1,Barcelona,2,1
Inside Barcelona Apartments Esparteria,8.6,9.6,8.6,9.5,0,8.5,0,1,1,8.4,0,1,8.8,0,0,0,0,1,Barcelona,3,1
Habitat Apartments Barcelona Balconies,7.8,9.1,8.4,7.6,0,7.9,0,1,1,7.9,0,1,7.9,0,0,0,0,1,Barcelona,3,1
Luxury Central Apartment,8.1,9.7,8.4,9.0,0,7.8,0,1,1,7.7,1,0,8.2,0,0,0,0,0,Barcelona,2,1
LucasLand Apartments Barcelona,8.8,9.4,9.0,9.0,0,9.0,0,1,1,8.8,0,0,8.9,0,0,1,0,0,Barcelona,1,2
Akira Flats Diagonal Mar Apartments,8.5,9.2,9.0,8.9,0,8.5,1,1,1,8.4,0,0,8.8,0,0,1,0,1,Barcelona,3,2
Decô Apartments Barcelona-Sants,8.8,9.0,9.0,9.2,0,9.0,0,1,1,8.7,0,0,9.1,0,0,0,0,1,Barcelona,2,1
Glocal Apartments Barcelona,8.3,9.0,8.5,8.8,0,8.6,0,1,1,7.8,1,1,8.5,0,0,0,1,1,Barcelona,4,2
Hotel Oasis,8.6,9.6,8.9,9.2,0,8.7,1,1,1,8.6,0,0,8.9,0,0,0,1,1,Barcelona,3,2
Enjoy Apartments Borrell,7.7,8.4,7.8,8.1,0,7.4,0,1,1,7.6,1,0,8.0,0,0,0,0,0,Barcelona,2,1
Olivia Balmes Hotel,9.1,9.5,9.3,9.7,0,9.2,1,1,1,8.7,1,0,9.4,0,0,0,1,1,Barcelona,4,2
Gaudi Sagrada Familia,7.6,9.5,7.6,8.7,0,7.3,0,1,1,7.8,0,0,7.8,0,0,0,0,0,Barcelona,1,1
Catalonia Passeig de Gràcia 4* Sup,9.0,9.7,9.3,9.5,1,9.1,1,1,1,8.7,1,0,9.3,0,0,1,1,1,Barcelona,4,4
Castro Exclusive Residences Sant Pau,7.2,8.0,7.9,6.7,0,7.2,0,1,1,7.3,1,0,7.9,0,0,1,0,1,Barcelona,3,2
C211 Barcelona Apartments,8.6,9.2,9.1,8.7,0,8.9,0,1,1,8.3,0,1,9.0,1,0,0,0,1,Barcelona,3,2
Silken Sant Gervasi,8.4,8.4,8.7,9.0,1,8.3,0,1,1,8.4,1,0,8.8,0,0,1,0,1,Barcelona,3,3
Pierre & Vacances Barcelona Sants,8.3,8.5,8.4,8.9,0,8.3,0,1,1,8.2,0,0,8.5,0,0,1,0,1,Barcelona,2,2
Aparthotel Atenea Calabria,8.2,8.7,8.4,8.7,1,8.2,0,1,1,8.2,0,0,8.4,0,0,0,0,1,Barcelona,2,2
Habitat Apartments Rambla Deluxe,8.2,9.7,8.3,8.2,0,8.3,0,1,1,8.0,0,0,8.3,0,0,0,0,0,Barcelona,1,1
Four Points by Sheraton Barcelona Diagonal,8.8,9.0,9.2,9.4,1,8.9,0,1,1,8.6,1,0,9.2,0,0,0,0,1,Barcelona,3,2
Hotel Sagrada Familia,8.3,9.2,8.4,9.0,0,8.1,0,1,1,8.2,1,0,8.5,0,0,0,1,1,Barcelona,3,2
